1403636588963555584,0.00176,-0.06736,-0.00391,-0.02802,0.91462,-0.00794,0.40327,-0.04441,0.36024,0.01037,
1403636589063555584,-0.00645,-0.02811,-0.00013,-0.03045,0.91203,-0.00259,0.40899,-0.07068,0.39889,0.04236,
1403636589163555328,-0.01655,0.01680,0.00578,-0.03192,0.90933,0.00306,0.41484,-0.07106,0.43604,0.05752,
1403636589263555584,-0.02775,0.06512,0.01080,-0.03340,0.90837,0.00736,0.41677,-0.08242,0.46243,0.03942,
1403636589363555328,-0.04022,0.11563,0.01246,-0.03497,0.90942,0.01346,0.41418,-0.08547,0.47860,0.00781,
1403636589463555584,-0.05242,0.16426,0.01304,-0.03496,0.91006,0.01922,0.41255,-0.08890,0.47619,0.00107,
1403636589563555584,-0.06433,0.21362,0.01300,-0.03682,0.90895,0.02182,0.41470,-0.09773,0.48000,-0.01033,
1403636589663555328,-0.07405,0.26161,0.01195,-0.03786,0.90774,0.02520,0.41707,-0.09565,0.47004,-0.01356,
1403636589763555584,-0.08487,0.30743,0.01021,-0.04129,0.90741,0.02898,0.41720,-0.09108,0.44877,-0.03658,
1403636589863555328,-0.09457,0.34676,0.00673,-0.04653,0.90927,0.03540,0.41207,-0.07567,0.37929,-0.04571,
1403636589963555584,-0.10325,0.38051,0.00286,-0.05353,0.91091,0.04115,0.40704,-0.06317,0.32066,-0.04311,
1403636590063555584,-0.11012,0.40561,0.00145,-0.06001,0.90919,0.04605,0.40944,-0.04382,0.22788,0.00207,
1403636590163555328,-0.11516,0.42068,0.00256,-0.06532,0.90589,0.04954,0.41550,-0.02581,0.10972,0.01720,
1403636590263555584,-0.11885,0.42344,0.00447,-0.06588,0.90452,0.05162,0.41814,-0.01799,-0.02289,0.02152,
1403636590363555328,-0.12021,0.41462,0.00665,-0.06238,0.90554,0.05131,0.41650,-0.00423,-0.14739,0.02414,
1403636590463555584,-0.11955,0.39339,0.00913,-0.05665,0.90611,0.04846,0.41641,0.01472,-0.26312,0.03917,
1403636590563555584,-0.11731,0.36271,0.01306,-0.05020,0.90528,0.04564,0.41936,0.03267,-0.34109,0.04549,
1403636590663555328,-0.11321,0.32548,0.01629,-0.04539,0.90449,0.04215,0.42197,0.05336,-0.39023,0.02562,
1403636590763555584,-0.10716,0.28379,0.01709,-0.04174,0.90551,0.03737,0.42061,0.07454,-0.42167,-0.00473,
1403636590863555328,-0.09934,0.23953,0.01510,-0.04218,0.90808,0.03292,0.41536,0.09028,-0.45532,-0.02427,
1403636590963555584,-0.09022,0.19273,0.01238,-0.04055,0.90981,0.02997,0.41195,0.09813,-0.47013,-0.02844,
1403636591063555584,-0.08012,0.14679,0.00961,-0.04183,0.90942,0.02946,0.41271,0.10836,-0.44643,-0.02432,
1403636591163555328,-0.06955,0.10353,0.00750,-0.04401,0.90917,0.02788,0.41315,0.10787,-0.41460,-0.01973,
1403636591263555584,-0.05931,0.06417,0.00429,-0.04379,0.91010,0.02547,0.41128,0.09776,-0.36569,-0.04372,
1403636591363555328,-0.05101,0.03169,-0.00128,-0.04117,0.91141,0.02201,0.40885,0.07834,-0.28154,-0.06423,
1403636591463555584,-0.04348,0.00832,-0.00946,-0.04003,0.91179,0.01786,0.40830,0.08430,-0.20055,-0.08545,
1403636591563555584,-0.03485,-0.00968,-0.01814,-0.03366,0.91004,0.01238,0.41297,0.09561,-0.16126,-0.08297,
1403636591663555328,-0.02487,-0.02262,-0.02584,-0.02317,0.90365,0.00217,0.42763,0.08848,-0.09286,-0.06288,
1403636591763555584,-0.01652,-0.02953,-0.02968,-0.01396,0.89441,-0.00326,0.44702,0.08125,-0.06019,-0.01198,
1403636591863555328,-0.00856,-0.03445,-0.02955,-0.00595,0.88537,-0.01012,0.46474,0.07773,-0.05320,0.00671,
1403636591963555584,-0.00030,-0.03961,-0.02896,-0.00181,0.88253,-0.01934,0.46985,0.09538,-0.06623,-0.00202,
1403636592063555584,0.01264,-0.04846,-0.02996,0.00199,0.88567,-0.03076,0.46329,0.17242,-0.10763,-0.01481,
1403636592163555328,0.03180,-0.05980,-0.03216,0.00597,0.88890,-0.04256,0.45609,0.21786,-0.11531,-0.02590,
1403636592263555584,0.05453,-0.07019,-0.03426,0.00845,0.89293,-0.04858,0.44748,0.24927,-0.08144,-0.01850,
1403636592363555328,0.08082,-0.07506,-0.03551,0.00512,0.89636,-0.04997,0.44046,0.28702,-0.00617,-0.01375,
1403636592463555584,0.11120,-0.07078,-0.03504,-0.00256,0.89810,-0.04423,0.43756,0.31710,0.09530,0.01005,
1403636592563555584,0.14343,-0.05634,-0.03328,-0.01161,0.89540,-0.03123,0.44402,0.31461,0.19806,0.00834,
1403636592663555328,0.17409,-0.03261,-0.03313,-0.01998,0.89157,-0.01325,0.45224,0.28548,0.28669,-0.00923,
1403636592763555584,0.19972,0.00054,-0.03419,-0.03136,0.88998,0.00662,0.45487,0.21208,0.39375,-0.01112,
1403636592863555328,0.21547,0.04495,-0.03609,-0.05053,0.89011,0.02848,0.45203,0.08606,0.50140,-0.03522,
1403636592963555584,0.21726,0.09797,-0.03912,-0.06966,0.89112,0.05118,0.44546,-0.06618,0.56851,-0.02744,
1403636593063555584,0.20262,0.15687,-0.04079,-0.08812,0.89126,0.07425,0.43861,-0.21908,0.59743,-0.01056,
1403636593163555328,0.17241,0.21616,-0.04011,-0.10493,0.88966,0.09570,0.43398,-0.36506,0.57932,0.01045,
1403636593263555584,0.13027,0.27087,-0.03754,-0.12447,0.88746,0.10807,0.43039,-0.46858,0.49573,0.01909,
1403636593363555328,0.08187,0.31179,-0.03553,-0.13388,0.88765,0.11648,0.42496,-0.50803,0.32715,-0.00051,
1403636593463555584,0.03048,0.33308,-0.03642,-0.13433,0.88886,0.11968,0.42139,-0.51327,0.12250,-0.02730,
1403636593563555584,-0.01975,0.33542,-0.04033,-0.12977,0.89175,0.11323,0.41847,-0.48354,-0.04226,-0.05528,
1403636593663555328,-0.06624,0.32159,-0.04640,-0.12446,0.89725,0.09824,0.41207,-0.43996,-0.20802,-0.07016,
1403636593763555584,-0.10689,0.29216,-0.05289,-0.11216,0.90367,0.07516,0.40639,-0.37479,-0.36275,-0.06145,
1403636593863555328,-0.13988,0.24882,-0.05694,-0.09335,0.90658,0.04335,0.40930,-0.28694,-0.47462,-0.02523,
1403636593963555584,-0.16331,0.19697,-0.05749,-0.07055,0.90475,0.00812,0.41998,-0.18689,-0.54369,0.00974,
